qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.0745699405670166,0.11312484741210938,0.10870599746704102,0.1043241024017334,0.10429906845092773,0.1437990665435791,0.07224893569946289
0.06511473655700684,0.10102605819702148,0.10508894920349121,0.10540390014648438,0.12064814567565918,0.12434697151184082,0.049757957458496094
0.06650090217590332,0.10821294784545898,0.09475898742675781,0.09661698341369629,0.10182905197143555,0.10527300834655762,0.04686784744262695
0.0679779052734375,0.11145281791687012,0.10393524169921875,0.10649490356445312,0.11606025695800781,0.1283278465270996,0.048851966857910156
0.07611918449401855,0.10579895973205566,0.12655210494995117,0.1047661304473877,0.10316061973571777,0.12309765815734863,0.056693077087402344
0.08388876914978027,0.12458586692810059,0.11878681182861328,0.10241985321044922,0.09984707832336426,0.11170625686645508,0.0470271110534668
0.07017302513122559,0.10280489921569824,0.09767603874206543,0.10326385498046875,0.10082721710205078,0.10743188858032227,0.0438840389251709
0.06763505935668945,0.0975179672241211,0.11008501052856445,0.10360097885131836,0.09807419776916504,0.1095278263092041,0.04527401924133301
0.061280012130737305,0.09374690055847168,0.09940695762634277,0.10609269142150879,0.1027371883392334,0.10314512252807617,0.04303789138793945
0.06162405014038086,0.09936380386352539,0.10938811302185059,0.10673713684082031,0.09955215454101562,0.10668802261352539,0.0440828800201416
0.06234335899353027,0.10429596900939941,0.10398674011230469,0.11382198333740234,0.10268688201904297,0.10640692710876465,0.04381990432739258
0.06776070594787598,0.10008573532104492,0.09589505195617676,0.10048317909240723,0.09754586219787598,0.12169718742370605,0.043097734451293945
0.06410503387451172,0.10528898239135742,0.10704302787780762,0.11678576469421387,0.1027841567993164,0.10936713218688965,0.04416608810424805
0.06634378433227539,0.09917473793029785,0.12458515167236328,0.12138700485229492,0.11428093910217285,0.11705183982849121,0.04787707328796387
0.06747579574584961,0.13869476318359375,0.10559701919555664,0.11941075325012207,0.13355588912963867,0.12981009483337402,0.05500483512878418
0.07246208190917969,0.12386822700500488,0.10500121116638184,0.10854482650756836,0.11899900436401367,0.12977910041809082,0.04531407356262207
0.06537199020385742,0.13302087783813477,0.11124014854431152,0.12711787223815918,0.12866783142089844,0.12314510345458984,0.04529595375061035
0.06133770942687988,0.10895705223083496,0.10309815406799316,0.10758018493652344,0.10828900337219238,0.1123349666595459,0.04572272300720215
0.06390595436096191,0.10052895545959473,0.09438800811767578,0.09933209419250488,0.09579586982727051,0.1044607162475586,0.04290890693664551
0.06195402145385742,0.0995337963104248,0.1069493293762207,0.10142827033996582,0.09835505485534668,0.1107172966003418,0.04259800910949707
0.06138801574707031,0.09891772270202637,0.10533618927001953,0.11145186424255371,0.09706282615661621,0.10981488227844238,0.04440593719482422
0.06406497955322266,0.09594535827636719,0.09452271461486816,0.10428595542907715,0.10127401351928711,0.10791397094726562,0.044667959213256836
0.06322193145751953,0.09498190879821777,0.09174203872680664,0.10143685340881348,0.09714484214782715,0.10561633110046387,0.04847311973571777
0.06116986274719238,0.09347701072692871,0.10574507713317871,0.0984032154083252,0.09806513786315918,0.1052088737487793,0.04290628433227539
0.06244397163391113,0.09732413291931152,0.0923309326171875,0.12888026237487793,0.09614372253417969,0.10390090942382812,0.04584217071533203
0.061840057373046875,0.09240198135375977,0.10424518585205078,0.10034513473510742,0.09625077247619629,0.10679912567138672,0.04324197769165039
0.06095290184020996,0.09463882446289062,0.09496307373046875,0.09837913513183594,0.12740826606750488,0.13026785850524902,0.06265377998352051
0.06746387481689453,0.0976858139038086,0.09784483909606934,0.1000368595123291,0.09982800483703613,0.10345697402954102,0.04252004623413086
0.0609440803527832,0.09781789779663086,0.10910797119140625,0.10424399375915527,0.11338520050048828,0.14163804054260254,0.049050092697143555
0.07243227958679199,0.1033318042755127,0.10694289207458496,0.12475013732910156,0.1413130760192871,0.11052393913269043,0.04487180709838867
0.06728291511535645,0.10772895812988281,0.10952281951904297,0.10120820999145508,0.0960690975189209,0.10794997215270996,0.043473005294799805
0.06347107887268066,0.09885573387145996,0.10568714141845703,0.13125920295715332,0.10657596588134766,0.11485695838928223,0.050791025161743164
0.06804013252258301,0.10058999061584473,0.1372509002685547,0.10080099105834961,0.1124429702758789,0.11818909645080566,0.05053377151489258
0.06587696075439453,0.10058188438415527,0.09693694114685059,0.09582209587097168,0.09537911415100098,0.11486577987670898,0.049578189849853516
0.07270193099975586,0.10598492622375488,0.09548616409301758,0.10759496688842773,0.09839677810668945,0.10655522346496582,0.04360508918762207
0.06077408790588379,0.09489202499389648,0.09773898124694824,0.11119413375854492,0.09427189826965332,0.10419797897338867,0.044014930725097656
0.06120181083679199,0.09496712684631348,0.0989389419555664,0.10355210304260254,0.09725308418273926,0.10372090339660645,0.04266619682312012
0.06298089027404785,0.0973820686340332,0.09917616844177246,0.09921789169311523,0.096282958984375,0.1048588752746582,0.04474639892578125
0.06159019470214844,0.09813356399536133,0.09377717971801758,0.09557771682739258,0.0934598445892334,0.10574007034301758,0.04290413856506348
0.06348872184753418,0.12450003623962402,0.1204228401184082,0.10614323616027832,0.10484910011291504,0.11264514923095703,0.049059152603149414
0.11420702934265137,0.10663890838623047,0.10164999961853027,0.10722708702087402,0.10558104515075684,0.11018204689025879,0.0445401668548584
0.061022281646728516,0.09201884269714355,0.10353899002075195,0.10412406921386719,0.10464692115783691,0.1101539134979248,0.046540021896362305
0.06683611869812012,0.11091303825378418,0.10726189613342285,0.10965609550476074,0.09998106956481934,0.10887598991394043,0.04212188720703125
0.0623929500579834,0.10729169845581055,0.09801292419433594,0.09640288352966309,0.09545707702636719,0.11635017395019531,0.043463945388793945
0.06266927719116211,0.09290695190429688,0.09523677825927734,0.09962296485900879,0.09961295127868652,0.10470294952392578,0.04264497756958008
0.06156492233276367,0.09965085983276367,0.09054803848266602,0.09724307060241699,0.10346817970275879,0.11452412605285645,0.04536104202270508
0.06462574005126953,0.10291409492492676,0.10669803619384766,0.11420798301696777,0.1074378490447998,0.10948395729064941,0.044380903244018555
0.06866121292114258,0.1078038215637207,0.10110807418823242,0.10216689109802246,0.10126996040344238,0.11358380317687988,0.04641103744506836
0.06487202644348145,0.10259294509887695,0.10460615158081055,0.10596299171447754,0.12069225311279297,0.12648820877075195,0.04787182807922363
0.069000244140625,0.10763096809387207,0.10642099380493164,0.10759401321411133,0.11305785179138184,0.13458800315856934,0.04744219779968262
0.07078289985656738,0.10466217994689941,0.1014249324798584,0.10165715217590332,0.09630298614501953,0.11053204536437988,0.0474550724029541
0.06948494911193848,0.10628485679626465,0.09938263893127441,0.10185503959655762,0.09994697570800781,0.10412383079528809,0.04262590408325195
0.06414222717285156,0.10630989074707031,0.10276508331298828,0.1058502197265625,0.1006920337677002,0.11072993278503418,0.0454409122467041
0.06351876258850098,0.09841609001159668,0.09806203842163086,0.10270476341247559,0.09878301620483398,0.10802817344665527,0.04778909683227539
0.06666398048400879,0.10622596740722656,0.10114693641662598,0.09738683700561523,0.09612894058227539,0.10523819923400879,0.04247617721557617
0.06392216682434082,0.10221505165100098,0.09934282302856445,0.09929490089416504,0.09777402877807617,0.10438704490661621,0.043184757232666016
0.061328887939453125,0.10115718841552734,0.09290909767150879,0.0967111587524414,0.09568572044372559,0.10283541679382324,0.042954206466674805
0.06367611885070801,0.09578394889831543,0.09362077713012695,0.10556697845458984,0.0958700180053711,0.1053011417388916,0.043766021728515625
0.062415122985839844,0.10189604759216309,0.10317111015319824,0.11143112182617188,0.10400199890136719,0.1099081039428711,0.0443110466003418
0.06111001968383789,0.09097599983215332,0.10201907157897949,0.11289596557617188,0.10564208030700684,0.115692138671875,0.04754996299743652
0.06362414360046387,0.10045123100280762,0.09581899642944336,0.1038658618927002,0.11309599876403809,0.11994433403015137,0.052664756774902344
0.07347989082336426,0.10262894630432129,0.1009671688079834,0.10239505767822266,0.0966949462890625,0.1062471866607666,0.04847002029418945
0.06778311729431152,0.10829329490661621,0.0979008674621582,0.09562802314758301,0.10027790069580078,0.11688995361328125,0.05291318893432617
0.07591390609741211,0.1199190616607666,0.10110282897949219,0.09855389595031738,0.09493207931518555,0.10367584228515625,0.04292607307434082
0.06282544136047363,0.10415005683898926,0.10398411750793457,0.14183807373046875,0.10735011100769043,0.11199522018432617,0.05010795593261719
0.07161593437194824,0.11245989799499512,0.1486189365386963,0.1059257984161377,0.09446406364440918,0.10302305221557617,0.046315908432006836
0.06492900848388672,0.10833501815795898,0.11381411552429199,0.11168885231018066,0.09689211845397949,0.11092901229858398,0.047224998474121094
0.06487393379211426,0.10393214225769043,0.09767293930053711,0.11087203025817871,0.1019446849822998,0.10953712463378906,0.04516887664794922
0.06473588943481445,0.12940096855163574,0.09815716743469238,0.10413384437561035,0.09951901435852051,0.10769796371459961,0.045659780502319336
0.06605315208435059,0.09936404228210449,0.1028890609741211,0.10482096672058105,0.1025381088256836,0.10994100570678711,0.0651700496673584
0.07244420051574707,0.10404300689697266,0.10630512237548828,0.10862112045288086,0.10194993019104004,0.14688396453857422,0.0501561164855957
0.07001018524169922,0.10316705703735352,0.10715699195861816,0.1506490707397461,0.10158586502075195,0.11342000961303711,0.05253767967224121
0.07283687591552734,0.11058306694030762,0.10029006004333496,0.10563516616821289,0.1150209903717041,0.10611295700073242,0.04841780662536621
0.06790781021118164,0.10373592376708984,0.10097527503967285,0.1017000675201416,0.09835982322692871,0.11077380180358887,0.046492815017700195
0.06165194511413574,0.09616518020629883,0.09662199020385742,0.10350728034973145,0.09565496444702148,0.10425114631652832,0.042450904846191406
0.061000823974609375,0.09545302391052246,0.0928199291229248,0.09693694114685059,0.09617209434509277,0.10406970977783203,0.04281497001647949
0.061521291732788086,0.09428191184997559,0.0968790054321289,0.10047078132629395,0.09656715393066406,0.10471701622009277,0.04291510581970215
0.06139492988586426,0.09402108192443848,0.09900498390197754,0.10414600372314453,0.09669709205627441,0.1031041145324707,0.04268693923950195
0.06547713279724121,0.10047316551208496,0.0965571403503418,0.0981740951538086,0.09868693351745605,0.10648703575134277,0.04298710823059082
0.062364816665649414,0.09535908699035645,0.09260010719299316,0.09850502014160156,0.09819793701171875,0.1041257381439209,0.04442310333251953
0.06109786033630371,0.09884119033813477,0.09330606460571289,0.0974569320678711,0.09661006927490234,0.10338401794433594,0.042798757553100586
0.0609128475189209,0.0942070484161377,0.09573698043823242,0.10746383666992188,0.09509801864624023,0.1036081314086914,0.044899940490722656
0.06147885322570801,0.09812307357788086,0.09501218795776367,0.09703302383422852,0.09726428985595703,0.10272574424743652,0.0427699089050293
0.061643123626708984,0.09286022186279297,0.09096288681030273,0.11356472969055176,0.09288692474365234,0.10401082038879395,0.04225611686706543
0.06229400634765625,0.09327530860900879,0.09434962272644043,0.09352707862854004,0.0969247817993164,0.10375308990478516,0.04247713088989258
0.06226778030395508,0.09295797348022461,0.09208893775939941,0.10232305526733398,0.09774899482727051,0.10501790046691895,0.04333305358886719
0.06421208381652832,0.09505105018615723,0.09728407859802246,0.10002875328063965,0.09430623054504395,0.10170817375183105,0.0465693473815918
0.059731245040893555,0.10508203506469727,0.09774208068847656,0.10116314888000488,0.1037282943725586,0.11197400093078613,0.046629905700683594
0.06858706474304199,0.11449170112609863,0.10707306861877441,0.13285088539123535,0.1230311393737793,0.14671897888183594,0.05018186569213867
0.07975387573242188,0.12128591537475586,0.1367039680480957,0.15132689476013184,0.1062159538269043,0.11585783958435059,0.04596304893493652
0.07935571670532227,0.12210893630981445,0.12395429611206055,0.12951397895812988,0.13994526863098145,0.11022424697875977,0.04420900344848633
0.09380722045898438,0.14098477363586426,0.11142706871032715,0.10979008674621582,0.103179931640625,0.11153817176818848,0.04631686210632324
